epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.2113734879226328,0.6061846240257476,78.6064998804199,100.0
1,0.8563640551032307,0.5546364540219837,81.99672667936156,100.0
2,0.8774232695035845,0.6247141789910613,79.26116437468262,100.0
3,0.9271923418356993,0.8751429055432223,67.7577741443205,100.0
4,0.9077515595427184,0.9521083683785864,68.66962824231251,100.0
5,0.9162858273381385,0.7550678047755903,73.06523263702499,100.0
6,0.9260990683163438,0.9000457246810274,71.56885667791538,100.0
7,0.9349787462537533,0.7271920271724748,73.48608837346204,100.0
8,0.9460977664617735,0.7870664119385993,71.21814355589336,100.0
9,0.9517102954543639,0.8521529598048783,73.8601823645773,100.0
10,0.9418345595074591,0.717972396480332,74.53822772079799,100.0
11,0.9482392891545162,0.8423604976080109,76.40869769064489,100.0
12,0.9422688884155772,0.8305927442283533,67.17325227896633,100.0
13,0.9346878792637977,1.1046079072490707,67.33691840074819,100.0
